/begin_header
/start_date=1930-01-01
/end_date=2017-03-15
/north_latitude=90[deg]
/south_latitude=-90[deg]
/east_longitude=180[deg]
/west_longitude=-180[deg]
! Date processed: 2017-03-15 20:28:37 GMT
! Date archived: 1998-01-01 to 2010-12-31
! Water depth: 30 to 10000
! Data source: seabass
! Exclusions:
!                                                             , SeaWiFS             
!  Minimum valid satellite pixels                             ,                  50 
!  Maximum solar zenith angle                                 ,                  70 
!  Maximum satellite zenith angle                             ,                  56 
!  Maximum time difference between satellite and in situ      ,                   3 
!  Maximum coefficient of variation of satellite pixels       ,                0.15 
!  Maximum irradiance difference between measured and modeled ,                 100 
!  Maximum windspeed                                          ,                  35 
!  Most Data Recent Update                                    , 2017-02-24 23:25:50 
! Statistics:
!  Product Name , SeaWiFS Range       , In situ Range       , #    , Best Fit Slope , Best Fit Intercept , R2      , Median Ratio , Median % Difference , RMSE    
!  chlor_a      , 0.028178 - 21.02202 , 0.028178 - 21.02202 , 1281 ,        0.88038 ,           -0.03272 , 0.79839 ,      1.02908 ,            33.97579 , 0.26660 
/missing=-999
/delimiter=comma
/fields=id,latitude,longitude,date_time,cruise,seawifs_filename,seawifs_es_error,seawifs_pixel_total,seawifs_tdiff,seawifs_solz,seawifs_senz,seawifs_cv,seawifs_windspeed,seawifs_chlor_a,insitu_chlor_a_type,insitu_chlor_a
/end_header
46601,-11.34280000,43.48370000,2004-08-30 10:12:00,mcm_alg130_bottle,S2004243092126.L2_GAC.R0000021078_11S_11S_43E_43E.hdf_OCVAL_mcm_alg130_bottle_46601_B5.tar,0.00000000,22,-1450,22.60,52.84,0.074,3.201,0.11702300,chlor_a,0.09200000
46506,-11.34280000,43.48370000,2004-08-30 10:12:00,mcm_alg130_ctd,S2004243092126.L2_GAC.R0000021079_11S_11S_43E_43E.hdf_OCVAL_mcm_alg130_ctd_46506_B5.tar,0.00000000,22,-1450,22.60,52.84,0.074,3.201,0.11702300,chlor_a,0.10800000
46600,-11.19200000,43.33180000,2004-08-30 08:08:00,mcm_alg130_bottle,S2004243092126.L2_GAC.R0000021078_11S_11S_43E_43E.hdf_OCVAL_mcm_alg130_bottle_46600_B5.tar,0.00000000,25,5988,22.40,51.76,0.130,3.209,0.15777100,chlor_a,0.11000000
46505,-11.19200000,43.33180000,2004-08-30 08:08:00,mcm_alg130_ctd,S2004243092126.L2_GAC.R0000021079_11S_11S_43E_43E.hdf_OCVAL_mcm_alg130_ctd_46505_B5.tar,0.00000000,25,5988,22.40,51.76,0.130,3.209,0.15777100,chlor_a,0.14100000
26373,-10.66500000,-18.86100000,2002-03-31 11:39:00,ioffe01,S2002090131231.L2_MLAC.R0000021031_10S_10S_19W_18W.hdf_OCVAL_ioffe01_26373_B5.tar,4.30000000,25,7201,15.65,51.40,0.033,8.793,-999,rrs,-999
26374,-10.55300000,-18.95500000,2002-03-31 12:32:00,ioffe01,S2002090131231.L2_MLAC.R0000021031_10S_10S_19W_18W.hdf_OCVAL_ioffe01_26374_B5.tar,3.80000000,25,4020,15.51,50.90,0.006,8.766,-999,rrs,-999
9382,-10.54600000,-19.00467000,2002-03-31 13:16:00,ioffe01,S2002090131231.L2_MLAC.R0000021031_10S_10S_19W_18W.hdf_OCVAL_ioffe01_9382_B5.tar,0.00000000,25,1380,15.49,50.60,0.007,8.765,-999,aot,-999
26154,-10.54000000,-18.96000000,2002-03-31 12:37:00,ioffe01,S2002090131231.L2_MLAC.R0000021031_10S_10S_19W_18W.hdf_OCVAL_ioffe01_26154_B5.tar,0.00000000,25,3719,15.49,50.80,0.006,8.764,0.05637400,chlor_a,0.06967800
26155,-10.41000000,-19.08000000,2002-03-31 13:37:00,ioffe01,S2002090131231.L2_MLAC.R0000021031_10S_10S_19W_18W.hdf_OCVAL_ioffe01_26155_B5.tar,0.00000000,25,117,15.34,50.22,0.049,8.733,0.06186000,chlor_a,0.07181100
26375,-10.40900000,-19.07300000,2002-03-31 13:35:00,ioffe01,S2002090131231.L2_MLAC.R0000021031_10S_10S_19W_18W.hdf_OCVAL_ioffe01_26375_B5.tar,3.50000000,25,237,15.34,50.22,0.049,8.733,-999,rrs,-999
19012,-8.16700000,-166.83701000,2001-10-11 23:08:00,gp7-01-ka,S2001284230245.L2_GAC.R0000020918_gp7-01-ka_19012.hdf_OCVAL_valtarg_B5.tar,10.60000000,25,1044,7.83,45.31,0.049,5.396,-999,rrs,-999
20027,-7.97600000,-179.83000000,1997-11-26 22:09:00,gp7-97-ka,S1997331000608.L2_MLAC.R0000020919_gp7-97-ka_20027.hdf_OCVAL_valtarg_B5.tar,6.80000000,25,8029,15.74,49.07,0.068,2.726,-999,rrs,-999
24190,-7.86670000,-29.48330000,1998-04-16 13:30:00,amt6b,S1998106135714.L2_GAC.R0000020353_7S_7S_29W_29W.hdf_OCVAL_amt6b_24190_B5.tar,0.00000000,25,3070,18.97,49.68,0.027,7.538,0.06422800,chlor_a,0.04600000
23298,-7.86050000,-29.47910000,1998-04-16 13:48:00,amt6b,S1998106135714.L2_GAC.R0000020353_7S_7S_29W_29W.hdf_OCVAL_amt6b_23298_B5.tar,2.95000000,25,1990,18.94,49.61,0.028,7.540,-999,rrs,-999
19738,-6.01000000,-170.00999000,1999-11-07 20:54:00,gp7-99-ka,S1999311223141.L2_MLAC.R0000020921_gp7-99-ka_19738.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,6936,10.91,53.85,0.020,7.840,0.13565900,chlor_a,0.15099999
25983,-4.85000000,-34.21000000,2001-11-02 15:20:00,ioffe01,S2001306135922.L2_MLAC.R0000021031_4S_4S_34W_34W.hdf_OCVAL_ioffe01_25983_B5.tar,0.00000000,25,-3657,11.03,22.69,0.021,7.170,0.05991100,chlor_a,0.05847264
26268,-4.84400000,-34.20400000,2001-11-02 15:18:00,ioffe01,S2001306135922.L2_MLAC.R0000021031_4S_4S_34W_34W.hdf_OCVAL_ioffe01_26268_B5.tar,12.20000000,25,-3538,11.04,22.71,0.023,7.164,-999,rrs,-999
17775,-4.74300000,-81.46900000,2003-06-02 14:30:00,peru0305,S2003153165514.L2_MLAC.R0000021361_peru0305_17775.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,10434,26.94,32.16,0.029,7.031,0.80631500,chlor_a,0.54500002
25982,-4.68000000,-34.19000000,2001-11-02 14:20:00,ioffe01,S2001306135922.L2_MLAC.R0000021031_4S_4S_34W_34W.hdf_OCVAL_ioffe01_25982_B5.tar,0.00000000,25,-60,11.19,22.66,0.018,7.159,0.06247000,chlor_a,0.07453176
26267,-4.67100000,-34.18600000,2001-11-02 14:17:00,ioffe01,S2001306135922.L2_MLAC.R0000021031_4S_4S_34W_34W.hdf_OCVAL_ioffe01_26267_B5.tar,11.40000000,25,120,11.20,22.66,0.018,7.158,-999,rrs,-999
9357,-4.67100000,-34.18100000,2001-11-02 14:16:00,ioffe01,S2001306135922.L2_MLAC.R0000021031_4S_4S_34W_34W.hdf_OCVAL_ioffe01_9357_B5.tar,0.00000000,25,180,11.21,22.68,0.022,7.152,-999,aot,-999
25981,-4.51000000,-34.17000000,2001-11-02 13:20:00,ioffe01,S2001306135922.L2_MLAC.R0000021031_4S_4S_34W_34W.hdf_OCVAL_ioffe01_25981_B5.tar,0.00000000,25,3537,11.35,22.65,0.036,7.142,0.06313100,chlor_a,0.07052172
26266,-4.49900000,-34.16600000,2001-11-02 13:18:00,ioffe01,S2001306135922.L2_MLAC.R0000021031_4S_4S_34W_34W.hdf_OCVAL_ioffe01_26266_B5.tar,11.80000000,25,3657,11.36,22.65,0.047,7.139,-999,rrs,-999
16859,-4.28300000,-17.90000000,1999-01-29 12:30:00,aerosols_indoex_99,S1999029125458.L2_MLAC.R0000020323_4S_4S_17W_17W.hdf_OCVAL_aerosols_indoex_99_16859_B5.tar,0.00000000,25,2510,14.03,22.23,0.022,5.613,0.13928700,chlor_a,0.11400000
16811,-4.28300000,-17.90000000,1999-01-29 12:30:00,aerosols_indoex_99,S1999029125458.L2_MLAC.R0000020323_4S_4S_17W_17W.hdf_OCVAL_aerosols_indoex_99_16811_B5.tar,2.05000000,25,2510,14.03,22.23,0.022,5.613,-999,rrs,-999
9048,-4.28300000,-17.90000000,1999-01-29 13:11:00,aerosols_indoex_99,S1999029125458.L2_MLAC.R0000020323_4S_4S_17W_17W.hdf_OCVAL_aerosols_indoex_99_9048_B5.tar,0.00000000,25,50,14.03,22.23,0.022,5.613,-999,aot,-999
9024,-3.68100000,64.47200000,1999-02-26 07:42:00,aerosols_indoex_99,S1999057071854.L2_MLAC.R0000020323_3S_3S_64E_64E.hdf_OCVAL_aerosols_indoex_99_9024_B5.tar,0.00000000,25,-231,6.66,23.75,0.016,2.788,-999,aot,-999
16880,-3.68100000,64.47300000,1999-02-26 06:40:00,aerosols_indoex_99,S1999057071854.L2_MLAC.R0000020323_3S_3S_64E_64E.hdf_OCVAL_aerosols_indoex_99_16880_B5.tar,0.00000000,25,3489,6.66,23.75,0.016,2.788,0.11809700,chlor_a,0.19800000
16829,-3.68100000,64.47300000,1999-02-26 06:40:00,aerosols_indoex_99,S1999057071854.L2_MLAC.R0000020323_3S_3S_64E_64E.hdf_OCVAL_aerosols_indoex_99_16829_B5.tar,6.70000000,25,3489,6.66,23.75,0.016,2.788,-999,rrs,-999
13532,-3.64000000,-32.79000000,1997-12-11 14:07:00,swao_95-04,S1997345135314.L2_GAC.R0000021537_3S_3S_33W_32W.hdf_OCVAL_swao_95-04_13532_B5.tar,0.00000000,25,89,19.44,25.25,0.033,3.678,0.08972700,chlor_a,0.10130000
12839,-3.64000000,-32.79000000,1997-12-11 14:07:00,swao_95-04,S1997345135314.L2_GAC.R0000021537_3S_3S_33W_32W.hdf_OCVAL_swao_95-04_12839_B5.tar,1.40000000,25,89,19.44,25.25,0.033,3.678,-999,rrs,-999
15709,-2.88700000,-125.57700000,2001-02-16 20:31:00,gasexii,S2001047195937.L2_MLAC.R0000020882_2S_2S_125W_125W.hdf_OCVAL_gasexii_15709_B5.tar,0.00000000,25,-665,10.06,22.55,0.024,5.600,0.11584900,chlor_a,0.14399999
24230,-2.81170000,-6.16330000,1998-05-30 09:56:00,amt6,S1998150120847.L2_MLAC.R0000020352_2S_2S_6W_6W.hdf_OCVAL_amt6_24230_B5.tar,0.00000000,25,9520,24.78,28.70,0.086,6.144,0.29511800,chlor_a,0.19300000
23252,-2.80450000,-6.18095000,1998-05-30 10:28:00,amt6,S1998150120847.L2_MLAC.R0000020352_2S_2S_6W_6W.hdf_OCVAL_amt6_23252_B5.tar,2.10000000,25,7600,24.78,28.64,0.100,6.147,-999,rrs,-999
24351,-2.64670000,-6.58830000,1998-05-30 12:12:00,amt6,S1998150120847.L2_MLAC.R0000020352_2S_2S_6W_6W.hdf_OCVAL_amt6_24351_B5.tar,0.00000000,25,1359,24.56,26.45,0.085,6.230,0.23843000,chlor_a,0.16100000
15703,-2.62300000,-125.62300000,2001-02-14 19:34:00,gasexii,S2001045201223.L2_MLAC.R0000020882_2S_2S_125W_124W.hdf_OCVAL_gasexii_15703_B5.tar,0.00000000,25,3497,10.21,31.11,0.016,5.924,0.12088200,chlor_a,0.12100000
19404,-2.49300000,-179.90300000,2000-11-28 22:20:00,gp8-00-ka,S2000333232216.L2_MLAC.R0000020922_gp8-00-ka_19404.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,4786,19.10,44.35,0.089,7.337,0.18623400,chlor_a,0.24600001
15727,-2.42200000,-129.68201000,2001-02-25 17:39:00,gasexii,S2001056195135.L2_MLAC.R0000020882_2S_2S_129W_129W.hdf_OCVAL_gasexii_15727_B5.tar,0.00000000,25,9235,11.58,52.05,0.057,5.079,0.20409300,chlor_a,0.17299999
24352,-2.31670000,-6.63000000,1998-05-30 14:32:00,amt6,S1998150120847.L2_MLAC.R0000020352_2S_2S_6W_6W.hdf_OCVAL_amt6_24352_B5.tar,0.00000000,25,-7047,24.23,25.92,0.067,6.196,0.30051200,chlor_a,0.13900000
15736,-2.29800000,-131.40199000,2001-02-28 21:35:00,gasexii,S2001059202151.L2_MLAC.R0000020882_2S_2S_131W_131W.hdf_OCVAL_gasexii_15736_B5.tar,0.00000000,25,-3110,6.55,22.73,0.020,4.613,0.15257700,chlor_a,0.14300001
19584,-1.92200000,164.39700000,2000-07-24 02:45:00,gp4-00-ka,S2000206001940.L2_GAC.R0000020904_gp4-00-ka_19584.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,-7191,22.55,41.06,0.042,3.895,0.15108100,chlor_a,0.19400001
19121,-1.00000000,-125.00000000,2001-08-29 23:23:00,gp5-01-ka,S2001241202043.L2_MLAC.R0000020909_gp5-01-ka_19121.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,-9509,11.71,48.77,0.018,6.573,0.24763100,chlor_a,0.35299999
43686,-0.28076000,68.08227000,2001-11-27 07:44:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43686_B5.tar,0.00000000,25,-1627,20.88,36.51,0.150,5.141,0.14997100,chlor_a,0.06181100
43685,-0.25354000,68.04394000,2001-11-27 07:34:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43685_B5.tar,0.00000000,25,-1028,20.90,36.82,0.047,5.147,0.14411400,chlor_a,0.06295300
43684,-0.22632000,68.00586000,2001-11-27 07:24:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43684_B5.tar,0.00000000,25,-428,20.93,37.05,0.049,5.150,0.14260700,chlor_a,0.06191600
43683,-0.19898000,67.96777000,2001-11-27 07:14:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43683_B5.tar,0.00000000,25,172,20.95,37.30,0.059,5.147,0.14646800,chlor_a,0.05989600
43682,-0.17163000,67.93042000,2001-11-27 07:04:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43682_B5.tar,0.00000000,25,771,20.98,37.52,0.061,5.140,0.15297800,chlor_a,0.05816200
43678,-0.06128000,67.77954000,2001-11-27 06:24:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43678_B5.tar,0.00000000,25,3170,21.09,38.60,0.083,5.111,0.14669600,chlor_a,0.06434500
43677,-0.03320000,67.74219000,2001-11-27 06:14:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43677_B5.tar,0.00000000,25,3770,21.12,38.83,0.049,5.106,0.15306500,chlor_a,0.06811000
9603,-0.03150000,-170.00000000,1999-07-21 01:13:00,ka-99-07,S1999201232346.L2_MLAC.R0000021046_0S_0S_170W_169W.hdf_OCVAL_ka-99-07_9603_B5.tar,4.40000000,25,-5074,21.33,53.72,0.073,6.113,-999,rrs,-999
9246,-0.01600000,-169.81900000,1999-07-20 23:19:00,ka-99-07,S1999201232346.L2_MLAC.R0000021046_0S_0S_170W_169W.hdf_OCVAL_ka-99-07_9246_B5.tar,0.00000000,25,1765,21.35,54.35,0.071,6.071,-999,aot,-999
9602,-0.01600000,-169.81900000,1999-07-21 00:03:00,ka-99-07,S1999201232346.L2_MLAC.R0000021046_0S_0S_170W_169W.hdf_OCVAL_ka-99-07_9602_B5.tar,4.00000000,25,-875,21.35,54.35,0.071,6.071,-999,rrs,-999
43676,-0.00525000,67.70459000,2001-11-27 06:04:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43676_B5.tar,0.00000000,25,4369,21.14,39.08,0.051,5.100,0.16107500,chlor_a,0.07396400
20147,-0.00350000,163.61571000,1999-01-09 00:02:00,mirai_98k02,S1999009012050.L2_MLAC.R0000021088_0N_0S_163E_163E.hdf_OCVAL_mirai_98k02_20147_B5.tar,0.00000000,25,5585,22.87,53.79,0.026,5.491,0.14373800,chlor_a,0.17299999
9091,-0.00300000,-174.77699000,2002-01-27 23:39:00,mr02k01,S2002027233544.L2_MLAC.R0000021139_mr02k01_9091.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,859,18.30,31.97,0.032,6.363,-999,aot,-999
9096,-0.00300000,149.77400000,2002-02-05 02:00:00,mr02k01,S2002036015405.L2_MLAC.R0000021139_mr02k01_9096.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,743,16.02,28.21,0.058,1.745,-999,aot,-999
20208,0.00000000,-170.19067000,1999-12-09 22:21:00,mirai_99k07,S1999343230456.L2_MLAC.R0000021089_0N_0N_170W_170W.hdf_OCVAL_mirai_99k07_20208_B5.tar,0.00000000,25,3498,22.90,22.69,0.088,6.642,0.22786400,chlor_a,0.30000001
19480,0.00000000,-170.02699000,2000-10-29 23:46:00,gp6-00-ka,S2000303230416.L2_MLAC.R0000020913_gp6-00-ka_19480.hdf_OCVAL_valtarg_B5.tar,8.40000000,25,-1380,14.60,22.64,0.011,5.842,-999,rrs,-999
19621,0.00000000,-170.02600000,2000-07-02 01:22:00,gp3-00-ka,S2000183230740.L2_MLAC.R0000020899_gp3-00-ka_19621.hdf_OCVAL_valtarg_B5.tar,33.20000000,25,-6531,23.14,34.77,0.016,5.364,-999,rrs,-999
19482,0.00000000,-169.96800000,2000-10-31 23:40:00,gp6-00-ka,S2000305225227.L2_MLAC.R0000020913_gp6-00-ka_19482.hdf_OCVAL_valtarg_B5.tar,5.50000000,25,-1735,14.57,30.60,0.057,2.882,-999,rrs,-999
19624,0.00000000,-169.94701000,2000-07-05 23:49:00,gp3-00-ka,S2000187224449.L2_MLAC.R0000020899_gp3-00-ka_19624.hdf_OCVAL_valtarg_B5.tar,2.30000000,25,-2313,22.93,30.99,0.066,6.458,-999,rrs,-999
20174,0.00000000,-160.00000000,2001-01-11 22:40:00,mirai_00k08,S2001011220818.L2_MLAC.R0000021086_mirai_00k08_20174.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,-880,22.38,39.57,0.020,7.636,0.23564000,chlor_a,0.30800000
19477,0.00000000,-157.72301000,2000-10-25 23:14:00,gp6-00-ka,S2000299214901.L2_MLAC.R0000020913_gp6-00-ka_19477.hdf_OCVAL_valtarg_B5.tar,4.50000000,25,-3936,12.55,49.32,0.033,8.441,-999,rrs,-999
19615,0.00000000,-155.42799000,2000-06-18 22:10:00,gp3-00-ka,S2000170215343.L2_MLAC.R0000020899_gp3-00-ka_19615.hdf_OCVAL_valtarg_B5.tar,6.70000000,25,562,23.43,23.13,0.049,5.573,-999,rrs,-999
19476,0.00000000,-154.97900000,2000-10-23 22:25:00,gp6-00-ka,S2000297220049.L2_MLAC.R0000020913_gp6-00-ka_19476.hdf_OCVAL_valtarg_B5.tar,9.80000000,25,-292,12.41,22.14,0.020,6.605,-999,rrs,-999
19474,0.00000000,-154.90601000,2000-10-21 22:39:00,gp6-00-ka,S2000295221240.L2_MLAC.R0000020913_gp6-00-ka_19474.hdf_OCVAL_valtarg_B5.tar,10.90000000,25,-420,13.05,33.40,0.012,6.583,-999,rrs,-999
19618,0.00000000,-154.87000000,2000-06-23 22:30:00,gp3-00-ka,S2000175221433.L2_MLAC.R0000020899_gp3-00-ka_19618.hdf_OCVAL_valtarg_B5.tar,3.90000000,25,599,23.82,45.09,0.119,4.834,-999,rrs,-999
19617,0.00000000,-154.86000000,2000-06-21 00:05:00,gp3-00-ka,S2000172214214.L2_MLAC.R0000020899_gp3-00-ka_19617.hdf_OCVAL_valtarg_B5.tar,8.90000000,25,-7018,23.65,33.94,0.052,6.334,-999,rrs,-999
20199,0.00000000,145.00000000,1999-11-28 00:41:00,mirai_99k07,S1999332014615.L2_MLAC.R0000021089_mirai_99k07_20199.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,4805,21.26,44.65,0.022,4.534,0.07822500,chlor_a,0.09200000
20204,0.00000000,171.72267000,1999-12-04 23:28:00,mirai_99k07,S1999339002028.L2_MLAC.R0000021089_0N_0N_171E_171E.hdf_OCVAL_mirai_99k07_20204_B5.tar,0.00000000,25,4013,22.45,22.26,0.032,6.279,0.19899200,chlor_a,0.29100001
20193,0.00017000,171.71600000,1999-12-04 23:31:00,mirai_99k07,S1999339002028.L2_MLAC.R0000021089_0N_0N_171E_171E.hdf_OCVAL_mirai_99k07_20193_B5.tar,4.70000000,25,3833,22.45,22.25,0.031,6.278,-999,rrs,-999
20162,0.00495000,-160.00500000,2001-01-12 22:43:00,mirai_00k08,S2001012225126.L2_MLAC.R0000021086_0N_0N_160W_160W.hdf_OCVAL_mirai_00k08_20162_B5.tar,4.10000000,25,1511,22.04,53.45,0.013,8.048,-999,rrs,-999
22875,0.00500000,146.66499000,1997-12-11 01:01:00,kaiyo9714,S1997345022016.L2_MLAC.R0000021047_0N_0N_146E_146E.hdf_OCVAL_kaiyo9714_22875_B5.tar,0.00000000,25,5600,23.96,40.27,0.045,1.952,0.09211200,chlor_a,0.11000000
20196,0.00617000,-170.19800000,1999-12-09 22:21:00,mirai_99k07,S1999343230456.L2_MLAC.R0000021089_0N_0N_170W_170W.hdf_OCVAL_mirai_99k07_20196_B5.tar,6.10000000,25,3498,22.90,22.71,0.088,6.642,-999,rrs,-999
9690,0.00900000,178.00600000,2000-04-28 01:29:00,wespalis2,S2000118233246.L2_MLAC.R0000021566_wespalis2_9690.hdf_OCVAL_valtarg_B5.tar,1.60000000,25,-5572,14.36,34.69,0.042,5.863,-999,rrs,-999
20173,0.01694000,145.99001000,2001-01-29 01:48:00,mirai_00k08,S2001029020727.L2_MLAC.R0000021086_0N_0N_145E_145E.hdf_OCVAL_mirai_00k08_20173_B5.tar,26.40000000,25,2234,17.98,28.53,0.030,3.417,-999,rrs,-999
43675,0.02258000,67.66699000,2001-11-27 05:54:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43675_B5.tar,0.00000000,25,4969,21.17,39.27,0.055,5.098,0.15164500,chlor_a,0.07894000
43674,0.05054000,67.62940000,2001-11-27 05:44:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43674_B5.tar,0.00000000,25,5569,21.20,39.51,0.026,5.097,0.14964700,chlor_a,0.07949400
43673,0.07874000,67.59180000,2001-11-27 05:34:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43673_B5.tar,0.00000000,25,6168,21.23,39.77,0.023,5.097,0.14868800,chlor_a,0.07955400
43672,0.10706000,67.55469000,2001-11-27 05:24:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43672_B5.tar,0.00000000,25,6768,21.26,40.04,0.010,5.097,0.14994400,chlor_a,0.07830300
43671,0.13525000,67.51782000,2001-11-27 05:14:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43671_B5.tar,0.00000000,25,7367,21.29,40.30,0.012,5.098,0.14702300,chlor_a,0.07750600
20132,0.15000000,163.60001000,1999-01-09 01:35:00,mirai_98k02,S1999009012050.L2_MLAC.R0000021088_0N_0S_163E_163E.hdf_OCVAL_mirai_98k02_20132_B5.tar,5.30000000,25,3,23.01,53.59,0.022,5.416,-999,rrs,-999
43670,0.16345000,67.48096000,2001-11-27 05:04:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43670_B5.tar,0.00000000,25,7967,21.31,40.47,0.022,5.100,0.14694500,chlor_a,0.07480900
43669,0.19202000,67.44409000,2001-11-27 04:54:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43669_B5.tar,0.00000000,25,8567,21.34,40.74,0.021,5.101,0.14709500,chlor_a,0.07282000
43668,0.22034000,67.40674000,2001-11-27 04:44:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43668_B5.tar,0.00000000,25,9166,21.37,41.00,0.013,5.103,0.14799500,chlor_a,0.07594200
43667,0.24854000,67.36938000,2001-11-27 04:34:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43667_B5.tar,0.00000000,25,9766,21.40,41.18,0.019,5.106,0.14895400,chlor_a,0.08625500
43666,0.27661000,67.33179000,2001-11-27 04:24:00,mipot_2003,S2001331065952.L2_MLAC.R0000021085_0N_0S_67E_68E.hdf_OCVAL_mipot_2003_43666_B5.tar,0.00000000,25,10366,21.43,41.45,0.056,5.110,0.15247900,chlor_a,0.10396700
19636,0.50200000,-155.00301000,2000-06-22 21:00:00,gp3-00-ka,S2000174213048.L2_MLAC.R0000020899_gp3-00-ka_19636.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,3393,23.75,50.31,0.055,4.314,0.21580200,chlor_a,0.31200001
1020,0.83300000,-125.00000000,2002-04-21 17:43:00,gp2-02-ka,S2002111193356.L2_MLAC.R0000020896_gp2-02-ka_1020.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,8126,12.25,53.22,0.067,4.113,0.17986400,chlor_a,0.20900001
19004,1.99100000,-154.97501000,2001-10-03 20:56:00,gp7-01-ka,S2001276221714.L2_MLAC.R0000020918_2N_1N_155W_154W.hdf_OCVAL_gp7-01-ka_19004_B5.tar,1.20000000,25,6106,9.57,37.15,0.054,6.891,-999,rrs,-999
212134,1.99990000,-151.00000000,2006-02-22 22:07:00,p16n,S2006053222128.L2_LAC.R0000021210_1N_1N_151W_151W.hdf_OCVAL_p16n_212134_B5.tar,0.00000000,25,895,12.04,47.28,0.014,4.677,0.14715900,chlor_a,0.14300001
19033,2.01000000,-155.00999000,2001-10-03 22:33:00,gp7-01-ka,S2001276221714.L2_MLAC.R0000020918_2N_1N_155W_154W.hdf_OCVAL_gp7-01-ka_19033_B5.tar,0.00000000,25,286,9.56,36.92,0.018,6.874,0.17792600,chlor_a,0.17500000
9025,2.32700000,71.53000000,1999-02-28 07:13:00,aerosols_indoex_99,S1999059070854.L2_MLAC.R0000020323_2N_2N_71E_71E.hdf_OCVAL_aerosols_indoex_99_9025_B5.tar,0.00000000,25,819,10.42,30.42,0.120,4.562,-999,aot,-999
16882,2.33600000,71.54200000,1999-02-28 05:45:00,aerosols_indoex_99,S1999059070854.L2_MLAC.R0000020323_2N_2N_71E_71E.hdf_OCVAL_aerosols_indoex_99_16882_B5.tar,0.00000000,25,6099,10.43,30.48,0.118,4.567,0.19962500,chlor_a,0.20999999
16831,2.33600000,71.54200000,1999-02-28 05:45:00,aerosols_indoex_99,S1999059070854.L2_MLAC.R0000020323_2N_2N_71E_71E.hdf_OCVAL_aerosols_indoex_99_16831_B5.tar,22.25000000,25,6099,10.43,30.48,0.118,4.567,-999,rrs,-999
20425,2.48300000,-154.91701000,2002-06-04 21:38:00,gp3-02-ka,S2002155220541.L2_MLAC.R0000020901_gp3-02-ka_20425.hdf_OCVAL_valtarg_B5.tar,19.00000000,25,3259,20.31,26.05,0.014,4.142,-999,rrs,-999
19632,2.50000000,-154.92200000,2000-06-21 21:59:00,gp3-00-ka,S2000173222557.L2_MLAC.R0000020899_gp3-00-ka_19632.hdf_OCVAL_valtarg_B5.tar,0.00000000,25,3096,22.09,55.50,0.096,4.972,0.15385800,chlor_a,0.25600001
